Client's_County,latitude,longitude,zipcode,latitude,longitude
,,,13492,43.11627,-75.31182
,,,13493,43.421597,-75.90529
,,,13494,43.524904,-75.142771
,,,13495,43.110619,-75.27716
,,,13501,43.087669,-75.22681
,,,13502,43.114519,-75.22284
,,,13503,43.101869,-75.231158
,,,13504,43.136033,-75.432486
,,,13505,43.087169,-75.260259
,,,13550,43.026416,-74.982271
,,,13562,44.465307,-75.230195
,,,13578,42.595426,-75.757217
,,,13599,43.239274,-75.47796
,,,13601,43.976735,-75.91199
,,,13602,44.03803,-75.75793
,,,13603,44.030204,-75.81845
,,,13605,43.807654,-76.04936
,,,13606,43.871728,-76.00793
,,,13607,44.328698,-75.93103
,,,13608,44.243007,-75.60331
,,,13610,43.818705,-75.480342
,,,13611,43.778046,-76.125914
,,,13612,44.003136,-75.77839
,,,13613,44.864624,-74.75386
,,,13614,44.54141,-75.70576
,,,13615,44.005613,-75.98315
,,,13616,44.030831,-75.85521
,,,13617,44.58249,-75.14417
,,,13618,44.114183,-76.29288
,,,13619,43.981245,-75.61724
,,,13620,43.90707,-75.44761
,,,13621,44.850439,-75.06915
,,,13622,44.0958,-76.11992
,,,13623,44.440171,-75.757938
,,,13624,44.230421,-76.09312
,,,13625,44.537321,-74.92847
,,,13626,43.859025,-75.72942
,,,13627,43.818705,-75.480342
,,,13628,43.885519,-75.798319
,,,13630,44.494708,-75.29944
,,,13631,43.818705,-75.480342
,,,13632,44.139501,-76.061552
,,,13633,44.469527,-75.50293
,,,13634,44.015332,-76.05711
,,,13635,44.314998,-75.26149
,,,13636,43.75965,-76.152508
,,,13637,44.091494,-75.82694
,,,13638,44.021094,-75.76113
,,,13639,44.268403,-75.13664
,,,13640,44.318866,-75.99068
,,,13641,44.207681,-75.914556
,,,13642,44.319897,-75.45537
,,,13643,44.014698,-75.728357
,,,13645,44.533125,-75.192865
,,,13646,44.444242,-75.69227
,,,13647,44.608735,-74.973218
,,,13648,44.168224,-75.29253
,,,13649,44.921678,-74.706763
,,,13650,43.82212,-76.2127
,,,13651,43.870842,-76.180886
,,,13652,44.436004,-75.22228
,,,13654,44.563604,-75.48794
,,,13655,44.98184,-74.67374
,,,13656,44.194126,-75.95725
,,,13657,44.035703,-76.090424
,,,13658,44.744462,-75.28123
,,,13659,43.743998,-75.89354
,,,13660,44.758378,-75.14571
,,,13661,43.714545,-76.10465
,,,13662,44.937212,-74.87693
,,,13664,44.585561,-75.64797
,,,13665,44.055436,-75.46279
,,,13666,44.533125,-75.192865
,,,13667,44.823502,-74.96875
,,,13668,44.752355,-74.98906
,,,13669,44.683636,-75.49024
,,,13670,44.210178,-75.0697
,,,13671,44.308475,-75.66879
,,,13672,44.4987,-74.74685
,,,13673,44.160785,-75.71159
,,,13674,43.73345,-76.054313
,,,13675,44.277365,-75.84263
,,,13676,44.651265,-74.95289
,,,13677,44.673438,-75.082041
,,,13678,44.828685,-74.979811
,,,13679,44.323952,-75.76895
,,,13680,44.593588,-75.32389
,,,13681,44.414762,-75.37897
,,,13682,43.842808,-75.90347
,,,13683,44.533125,-75.192865
,,,13684,44.353607,-75.0694
,,,13685,43.936173,-76.10295
,,,13687,44.501065,-74.86633
,,,13688,43.951666,-75.767772
,,,13690,44.161058,-74.99617
,,,13691,44.216969,-75.79671
,,,13692,44.289833,-76.02621
,,,13693,44.064999,-76.24023
,,,13694,44.866754,-75.17201
,,,13695,44.140791,-74.912493
,,,13696,44.69563,-74.89998
,,,13697,44.755383,-74.81213
,,,13698,43.775216,-76.202658
,,,13699,44.496564,-75.072951
,,,13730,42.232991,-75.53429
,,,13731,42.152105,-74.78184
,,,13732,42.059433,-76.14733
,,,13733,42.292692,-75.47528
,,,13734,42.063671,-76.40638
,,,13736,42.306877,-76.204
,,,13737,42.080494,-76.097288
,,,13738,42.567313,-76.123795
,,,13739,42.364673,-74.78034
,,,13740,42.274238,-74.75464
,,,13743,42.213965,-76.34099
,,,13744,42.250715,-75.91871
,,,13745,42.173775,-75.872839
,,,13746,42.261923,-75.84463
,,,13747,42.505122,-74.982056
,,,13748,42.0553,-75.81219
,,,13749,42.206745,-75.74488
,,,13750,42.473691,-74.8134
,,,13751,42.424859,-74.900195
,,,13752,42.187835,-74.89418
,,,13753,42.302716,-74.91667
,,,13754,42.076427,-75.44551
,,,13755,42.086268,-75.00691
,,,13756,42.018923,-75.11339
,,,13757,42.411895,-74.91372
,,,13758,42.583518,-75.721931
,,,13760,42.113974,-76.05256
,,,13761,42.206745,-75.74488
,,,13762,42.206745,-75.74488
,,,13763,42.206745,-75.74488
,,,13766,42.155346,-76.071767
,,,13774,41.965435,-75.17968
,,,13775,42.333285,-75.16086
,,,13776,42.457398,-75.33434
,,,13777,42.254154,-76.01194
,,,13778,42.336771,-75.75964
,,,13780,42.426583,-75.48119
,,,13782,42.18942,-74.99219
,,,13783,41.985839,-75.28214
,,,13784,42.431068,-76.159312
,,,13786,42.445257,-74.70189
,,,13787,42.197905,-75.65578
,,,13788,42.368357,-74.66452
,,,13790,42.125725,-75.96686
,,,13792,42.509167,-75.208242
,,,13794,42.402816,-76.036582
,,,13795,42.056312,-75.79275
,,,13796,42.540359,-75.14604
,,,13797,42.335102,-76.02313
,,,13801,42.504765,-75.77739
,,,13802,42.255624,-76.05009
,,,13803,42.453663,-76.06983
,,,13804,42.215297,-75.35815
,,,13806,42.183045,-74.925617
,,,13807,42.606209,-74.97261
,,,13808,42.532969,-75.25536
,,,13809,42.392104,-75.41093
,,,13810,42.609579,-75.09464
,,,13811,42.222777,-76.17822
,,,13812,42.024157,-76.36558
,,,13813,42.163814,-75.55149
,,,13814,42.603574,-75.528221
,,,13815,42.541733,-75.52612
,,,13820,42.469761,-75.05192
,,,13825,42.417489,-75.18605
,,,13826,42.112127,-75.639586
,,,13827,42.120274,-76.25874
,,,13830,42.428818,-75.62459
,,,13832,42.650584,-75.65761
,,,13833,42.185196,-75.7763
,,,13834,42.536475,-74.96218
,,,13835,42.396659,-76.15709
,,,13837,42.183045,-74.925617
,,,13838,42.304177,-75.39563
,,,13839,42.236762,-75.25901
,,,13840,42.039512,-76.400376
,,,13841,42.419896,-75.83772
,,,13842,42.376254,-74.72258
,,,13843,42.533274,-75.38008
,,,13844,42.603506,-75.67053
,,,13845,42.065842,-76.381946
,,,13846,42.344248,-75.05323
,,,13847,42.183045,-74.925617
,,,13848,42.214705,-75.727699
,,,13849,42.343576,-75.3146
,,,13850,42.075874,-76.02837
,,,13851,42.206745,-75.74488
,,,13856,42.182237,-75.14627
,,,13859,42.367765,-75.24718
,,,13860,42.183045,-74.925617
,,,13861,42.488953,-75.12063
,,,13862,42.328284,-75.95021
,,,13863,42.437964,-75.89884
,,,13864,42.298203,-76.38844
,,,13865,42.070228,-75.63584
,,,13901,42.142575,-75.88783
,,,13902,42.105375,-75.8876
,,,13903,42.077258,-75.90226
,,,13904,42.110927,-75.85223
,,,13905,42.121443,-75.93329
,,,13942,43.114669,-75.305811
,,,14001,43.024559,-78.50414
,,,14003,42.998052,-78.184813
,,,14004,42.898709,-78.51652
,,,14005,42.906765,-78.24581
,,,14006,42.633375,-79.04567
,,,14008,43.318768,-78.63328
,,,14009,42.582693,-78.40069
,,,14010,42.768413,-78.887094
,,,14011,42.844962,-78.27803
,,,14012,43.337798,-78.52955
,,,14013,43.074578,-78.40345
,,,14020,42.996507,-78.19279
,,,14021,42.998052,-78.184813
,,,14024,42.579516,-78.24818
,,,14025,42.627312,-78.73768
,,,14026,42.941025,-78.68548
,,,14027,42.57075,-79.030785
,,,14028,43.326155,-78.71564
,,,14029,42.474283,-78.247413
,,,14030,42.562386,-78.49087
,,,14031,42.981558,-78.61484
,,,14032,43.019908,-78.63497
,,,14033,42.655098,-78.68472
,,,14034,42.498791,-78.8835
,,,14035,42.49064,-78.849861
,,,14036,42.974083,-78.38961
,,,14037,42.814667,-78.46076
,,,14038,42.947259,-78.474444
,,,14039,42.829129,-78.17657
,,,14040,42.891116,-78.37872
,,,14041,42.408583,-78.984391
,,,14042,42.474779,-78.47303
,,,14043,42.904958,-78.7006
,,,14047,42.694598,-78.98151
,,,14048,42.479471,-79.32805
,,,14051,43.025217,-78.70394
,,,14052,42.770859,-78.59804
,,,14054,42.903676,-78.13481
,,,14055,42.554206,-78.61829
,,,14056,42.991173,-78.312171
,,,14057,42.651776,-78.87634
,,,14058,43.091886,-78.15151
,,,14059,42.834159,-78.64246
,,,14060,42.443406,-78.32302
,,,14061,42.594627,-79.08404
,,,14062,42.450845,-79.16528
,,,14063,42.425683,-79.3371
,,,14064,43.158013,-77.607049
,,,14065,42.483508,-78.30011
,,,14066,42.619549,-78.16153
,,,14067,43.20258,-78.56868
,,,14068,43.02534,-78.76241
,,,14069,42.601635,-78.64273
,,,14070,42.453234,-78.9348
,,,14072,43.011823,-78.95914
,,,14075,42.734051,-78.8413
,,,14080,42.640351,-78.53494
,,,14081,42.573552,-79.09002
,,,14082,42.661838,-78.38309
,,,14083,42.676913,-78.44075
,,,14085,42.718308,-78.9372
,,,14086,42.904258,-78.65519
,,,14091,42.535917,-78.88235
,,,14092,43.169055,-79.02426
,,,14094,43.160857,-78.68756
,,,14095,43.32684,-78.830681
,,,14098,43.338755,-78.3931
,,,14101,42.393206,-78.52655
,,,14102,42.838643,-78.55601
,,,14103,43.217155,-78.38746
,,,14105,43.199665,-78.48378
,,,14107,43.32684,-78.830681
,,,14108,43.264406,-78.72634
,,,14109,43.32684,-78.830681
,,,14110,42.768413,-78.887094
,,,14111,42.593148,-78.91498
,,,14112,42.691742,-78.992658
,,,14113,42.672162,-78.33745
,,,14120,43.048156,-78.86338
,,,14125,43.077433,-78.27816
,,,14126,43.330443,-78.726661
,,,14127,42.759917,-78.75294
,,,14129,42.469165,-79.01069
,,,14130,42.543108,-78.153849
,,,14131,43.237855,-78.90884
,,,14132,43.140056,-78.88297
,,,14133,42.489129,-78.366991
,,,14134,42.534854,-78.52113
,,,14135,42.488983,-79.238997
,,,14136,42.535276,-79.16539
,,,14138,42.372077,-79.05552
,,,14139,42.716919,-78.53931
,,,14140,42.807159,-78.667599
,,,14141,42.516248,-78.68944
,,,14143,42.977828,-78.07934
,,,14144,43.199494,-79.042477
,,,14145,42.720756,-78.43429
,,,14150,43.001907,-78.8631
,,,14151,42.768413,-78.887094
,,,14166,42.4511,-79.415421
,,,14167,42.750175,-78.32283
,,,14168,42.509271,-78.999471
,,,14169,42.767333,-78.585646
,,,14170,42.692304,-78.67147
,,,14171,42.426278,-78.6474
,,,14172,43.307288,-78.83368
,,,14173,42.524691,-78.475474
,,,14174,43.247054,-79.02562
,,,14201,42.896407,-78.88515
,,,14202,42.886357,-78.8779
,,,14203,42.880107,-78.8699
,,,14204,42.884008,-78.86152
,,,14205,42.768413,-78.887094
,,,14206,42.880105,-78.81049
,,,14207,42.94722,-78.89694
,,,14208,42.914307,-78.85072
,,,14209,42.913257,-78.86612
,,,14210,42.866708,-78.83139
,,,14211,42.907358,-78.82355
,,,14212,42.894758,-78.82303
,,,14213,42.916057,-78.8915
,,,14214,42.941407,-78.83741
,,,14215,42.934757,-78.8118
,,,14216,42.949707,-78.85923
,,,14217,42.968707,-78.8745
,,,14218,42.821008,-78.82448
,,,14219,42.790708,-78.82717
,,,14220,42.845758,-78.8187
,,,14221,42.977456,-78.73356
,,,14222,42.917657,-78.8779
,,,14223,42.972207,-78.84234
,,,14224,42.836858,-78.75557
,,,14225,42.929891,-78.75813
,,,14226,42.968057,-78.80047
,,,14227,42.881372,-78.74466
,,,14228,43.023347,-78.79494
,,,14231,42.768413,-78.887094
,,,14233,42.768413,-78.887094
,,,14240,42.768413,-78.887094
,,,14241,42.938258,-78.744053
,,,14260,42.768413,-78.887094
,,,14261,42.768413,-78.887094
,,,14263,42.768413,-78.887094
,,,14264,42.885568,-78.873479
,,,14265,42.768413,-78.887094
,,,14267,42.768413,-78.887094
,,,14269,42.768413,-78.887094
,,,14270,42.768413,-78.887094
,,,14272,42.768413,-78.887094
,,,14273,42.75495,-78.784908
,,,14276,42.768413,-78.887094
,,,14280,42.768413,-78.887094
,,,14301,43.096555,-79.03925
,,,14302,43.32684,-78.830681
,,,14303,43.086355,-79.03736
,,,14304,43.091106,-78.96249
,,,14305,43.115355,-79.03769
,,,14410,43.195261,-77.855883
,,,14411,43.244034,-78.2023
,,,14413,43.222735,-76.982149
,,,14414,42.899233,-77.73372
,,,14415,42.757486,-77.02311
,,,14416,43.067831,-77.99024
,,,14417,42.834813,-77.715406
,,,14418,42.605481,-77.20117
,,,14420,43.214261,-77.93937
,,,14422,43.079217,-78.06371
,,,14423,42.937589,-77.83528
,,,14424,42.85297,-77.29466
,,,14425,42.985007,-77.346
,,,14427,42.63529,-78.05135
,,,14428,43.079181,-77.87334
,,,14429,43.381027,-78.231338
,,,14430,43.286024,-77.684264
,,,14432,42.965372,-77.14416
,,,14433,43.07351,-76.87557
,,,14435,42.706781,-77.68103
,,,14437,42.576771,-77.71925
,,,14441,42.684588,-76.95775
,,,14443,42.900966,-77.42331
,,,14445,43.111663,-77.48709
,,,14449,43.235369,-77.137642
,,,14450,43.091714,-77.43483
,,,14452,43.381027,-78.231338
,,,14453,43.010908,-77.47054
,,,14454,42.798159,-77.77733
,,,14456,42.853039,-76.99394
,,,14458,42.855029,-77.668326
,,,14461,42.808127,-77.287611
,,,14462,42.681361,-77.75302
,,,14463,42.796578,-77.063876
,,,14464,43.319027,-77.91991
,,,14466,42.787276,-77.58983
,,,14467,43.048663,-77.60843
,,,14468,43.289787,-77.79548
,,,14469,42.868609,-77.4509
,,,14470,43.221689,-78.04393
,,,14471,42.762059,-77.50488
,,,14472,42.964593,-77.5919
,,,14475,42.933105,-77.49687
,,,14476,43.339304,-78.02581
,,,14477,43.341512,-78.14128
,,,14478,42.589281,-77.11824
,,,14479,43.241502,-78.318828
,,,14480,42.837786,-77.70625
,,,14481,42.780121,-77.91499
,,,14482,42.979887,-77.97053
,,,14484,42.558227,-78.047214
,,,14485,42.879208,-77.60183
,,,14486,42.915297,-77.949818
,,,14487,42.809908,-77.65301
,,,14488,42.729839,-77.773919
,,,14489,43.076715,-76.99231
,,,14502,43.08786,-77.33068
,,,14504,42.970621,-77.2298
,,,14505,43.160635,-77.16948
,,,14506,42.999201,-77.50263
,,,14507,42.702921,-77.27447
,,,14508,43.381027,-78.231338
,,,14510,42.692608,-77.87663
,,,14511,43.002612,-77.86458
,,,14512,42.628515,-77.39457
,,,14513,43.052126,-77.09424
,,,14514,43.122386,-77.80347
,,,14515,43.257819,-77.735079
,,,14516,43.197378,-76.91443
,,,14517,42.589984,-77.9075
,,,14518,42.931873,-77.011839
,,,14519,43.227921,-77.30097
,,,14520,43.348369,-77.045288
,,,14521,42.699637,-76.82964
,,,14522,43.063858,-77.2223
,,,14525,42.876222,-78.00056
,,,14526,43.145342,-77.45849
,,,14527,42.664079,-77.05664
,,,14529,42.535363,-77.628857
,,,14530,42.724075,-78.00361
,,,14532,42.964535,-77.02486
,,,14533,42.846509,-77.88795
,,,14534,43.071131,-77.51181
,,,14536,42.54523,-78.06929
,,,14537,43.033002,-77.157465
,,,14538,43.283582,-77.142027
,,,14539,42.834327,-77.877876
,,,14541,42.75147,-76.85353
,,,14542,43.144795,-76.860779
,,,14543,42.98723,-77.67433
,,,14544,42.75606,-77.24024
,,,14545,42.664904,-77.71275
,,,14546,43.030313,-77.7836
,,,14547,42.808127,-77.287611
,,,14548,42.97342,-77.2434
,,,14549,42.692874,-78.022364
,,,14550,42.669499,-78.09375
,,,14551,43.226024,-77.03599
,,,14555,43.269332,-76.9876
,,,14556,42.729839,-77.773919
,,,14557,43.041606,-78.057252
,,,14558,42.855409,-77.687643
,,,14559,43.189862,-77.81809
,,,14560,42.674773,-77.58341
,,,14561,42.815171,-77.1321
,,,14563,43.348369,-77.045288
,,,14564,42.980323,-77.42022
,,,14568,43.134783,-77.28515
,,,14569,42.739447,-78.15948
,,,14571,43.34653,-78.25412
,,,14572,42.569876,-77.57637
,,,14580,43.220991,-77.45364
,,,14585,42.901162,-77.54848
,,,14586,43.040271,-77.68215
,,,14588,42.683451,-76.872442
,,,14589,43.24816,-77.18498
,,,14590,43.234753,-76.8252
,,,14591,42.829405,-78.08887
,,,14592,42.875685,-77.883511
,,,14601,43.286024,-77.684264
,,,14602,43.286024,-77.684264
,,,14603,43.161613,-77.606774
,,,14604,43.156963,-77.60375
,,,14605,43.167563,-77.6012
,,,14606,43.168062,-77.68132
,,,14607,43.149863,-77.58962
,,,14608,43.155568,-77.62401
,,,14609,43.175113,-77.56272
,,,14610,43.142259,-77.54587
,,,14611,43.147563,-77.64162
,,,14612,43.256462,-77.66183
,,,14613,43.182163,-77.63794
,,,14614,43.155863,-77.61519
,,,14615,43.204695,-77.65194
,,,14616,43.232312,-77.64905
,,,14617,43.223213,-77.59721
,,,14618,43.116713,-77.55904
,,,14619,43.136363,-77.64685
,,,14620,43.132474,-77.60377
,,,14621,43.185163,-77.60368
,,,14622,43.21543,-77.55638
,,,14623,43.087613,-77.6352
,,,14624,43.127195,-77.72465
,,,14625,43.143663,-77.51114
,,,14626,43.214613,-77.70626
,,,14627,43.127513,-77.627674
,,,14638,43.286024,-77.684264
,,,14639,43.286024,-77.684264
,,,14642,43.286024,-77.684264
,,,14643,43.286024,-77.684264
,,,14644,43.286024,-77.684264
,,,14645,43.286024,-77.684264
,,,14646,43.286024,-77.684264
,,,14647,43.286024,-77.684264
,,,14649,43.286024,-77.684264
,,,14650,43.286024,-77.684264
,,,14651,43.286024,-77.684264
,,,14652,43.286024,-77.684264
,,,14653,43.286024,-77.684264
,,,14660,43.286024,-77.684264
,,,14664,43.286024,-77.684264
,,,14673,43.286024,-77.684264
,,,14683,43.286024,-77.684264
,,,14692,43.286024,-77.684264
,,,14694,43.286024,-77.684264
,,,14701,42.09179,-79.24459
,,,14702,42.081657,-79.294921
,,,14703,42.342529,-79.41091
,,,14704,42.342529,-79.41091
,,,14706,42.10143,-78.51587
,,,14707,42.073739,-78.059374
,,,14708,42.016108,-78.05768
,,,14709,42.339925,-77.99413
,,,14710,42.098227,-79.40865
,,,14711,42.319654,-78.13384
,,,14712,42.170787,-79.37689
,,,14714,42.279786,-78.23769
,,,14715,42.076186,-78.14489
,,,14716,42.390802,-79.43873
,,,14717,42.37074,-78.19335
,,,14718,42.343265,-79.30101
,,,14719,42.329183,-78.87436
,,,14720,42.105907,-79.27912
,,,14721,41.999435,-78.27257
,,,14722,42.187468,-79.450523
,,,14723,42.316386,-79.1364
,,,14724,42.066681,-79.66612
,,,14726,42.251075,-79.03785
,,,14727,42.213216,-78.28649
,,,14728,42.258967,-79.43348
,,,14729,42.382899,-78.72101
,,,14730,42.174736,-78.94734
,,,14731,42.286037,-78.65425
,,,14732,42.229098,-79.11347
,,,14733,42.128469,-79.19126
,,,14735,42.456047,-78.0973
,,,14736,42.130247,-79.74933
,,,14737,42.335628,-78.43114
,,,14738,42.0385,-79.07622
,,,14739,42.192384,-78.14308
,,,14740,42.230692,-79.17185
,,,14741,42.220602,-78.6337
,,,14742,42.120512,-79.30958
,,,14743,42.203691,-78.407
,,,14744,42.426885,-78.19509
,,,14745,42.4777,-78.140343
,,,14747,42.154315,-79.08905
,,,14748,42.130224,-78.64583
,,,14750,42.098657,-79.32439
,,,14751,42.298328,-79.006231
,,,14752,42.352416,-79.323502
,,,14753,42.035792,-78.61789
,,,14754,42.020028,-78.20368
,,,14755,42.249436,-78.80282
,,,14756,42.19815,-79.417353
,,,14757,42.226149,-79.48396
,,,14758,42.342529,-79.41091
,,,14760,42.076574,-78.42744
,,,14766,42.357543,-78.807283
,,,14767,42.043339,-79.51361
,,,14769,42.372864,-79.47523
,,,14770,42.047063,-78.30659
,,,14771,42.737181,-77.519784
,,,14772,42.160787,-78.95167
,,,14774,42.114385,-78.168055
,,,14775,42.254906,-79.69185
,,,14776,42.260012,-78.016139
,,,14777,42.385744,-78.23754
,,,14778,42.270112,-78.684684
,,,14779,42.168508,-78.7297
,,,14781,42.160982,-79.59738
,,,14782,42.265234,-79.26035
,,,14783,42.100539,-78.87967
,,,14784,42.326844,-79.3902
,,,14785,42.155693,-79.412233
,,,14786,42.12267,-78.221332
,,,14787,42.327029,-79.57301
,,,14788,42.062125,-78.377974
,,,14801,42.104389,-77.28857
,,,14802,42.255694,-77.78904
,,,14803,42.258793,-77.77793
,,,14804,42.321173,-77.82312
,,,14805,42.366682,-76.72562
,,,14806,42.157534,-77.79265
,,,14807,42.410387,-77.71394
,,,14808,42.560553,-77.47257
,,,14809,42.419988,-77.43392
,,,14810,42.351281,-77.3361
,,,14812,42.286649,-76.9766
,,,14813,42.238994,-78.01907
,,,14814,42.150834,-76.94805
,,,14815,42.383304,-77.08762
,,,14816,42.177039,-76.73437
,,,14817,42.368,-76.35407
,,,14818,42.444243,-76.83274
,,,14819,42.20928,-77.42796
,,,14820,42.192615,-77.35979
,,,14821,42.235058,-77.20491
,,,14822,42.442261,-77.84125
,,,14823,42.250187,-77.58406
,,,14824,42.265328,-76.71263
,,,14825,42.043018,-76.62459
,,,14826,42.484672,-77.49846
,,,14827,42.178527,-77.141357
,,,14830,42.140881,-77.04793
,,,14831,42.145265,-77.56683
,,,14836,42.523195,-77.93008
,,,14837,42.502293,-76.9997
,,,14838,42.177019,-76.66687
,,,14839,42.129806,-77.63705
,,,14840,42.453547,-77.18019
,,,14841,42.521501,-76.86246
,,,14842,42.595985,-76.94713
,,,14843,42.331062,-77.65536
,,,14844,42.160717,-76.878456
,,,14845,42.181584,-76.83639
,,,14846,42.542056,-77.99501
,,,14847,42.614518,-76.72405
,,,14850,42.449454,-76.49685
,,,14851,42.460721,-76.505435
,,,14852,42.445074,-76.467233
,,,14853,42.447373,-76.483703
,,,14854,42.50632,-76.608222
,,,14855,42.135945,-77.5078
,,,14856,42.374218,-77.364812
,,,14857,42.515233,-76.92063
,,,14858,42.03128,-77.13413
,,,14859,42.116615,-76.54806
,,,14860,42.590355,-76.84745
,,,14861,42.074742,-76.69317
,,,14863,42.451569,-76.706717
,,,14864,42.271938,-76.83926
,,,14865,42.352725,-76.84258
,,,14867,42.354851,-76.60338
,,,14869,42.341316,-76.77926
,,,14870,42.173481,-77.11844
,,,14871,42.048032,-76.90521
,,,14872,42.218224,-76.84694
,,,14873,42.525335,-77.29673
,,,14874,42.527075,-77.16963
,,,14876,42.429721,-76.925846
,,,14877,42.060154,-77.68455
,,,14878,42.451153,-76.93132
,,,14879,42.330602,-77.19305
,,,14880,42.170951,-77.97556
,,,14881,42.39534,-76.35211
,,,14882,42.564191,-76.54077
,,,14883,42.234865,-76.48643
,,,14884,42.473556,-77.89514
,,,14885,42.041973,-77.5632
,,,14886,42.51432,-76.6689
,,,14887,42.399371,-77.026768
,,,14889,42.212809,-76.58618
,,,14891,42.374828,-76.91606
,,,14892,42.023442,-76.53404
,,,14893,42.474143,-77.097713
,,,14894,42.01359,-76.75307
,,,14895,42.094855,-77.94686
,,,14897,42.034218,-77.79269
,,,14898,42.065376,-77.42392
,,,14901,42.091924,-76.79217
,,,14902,42.147285,-76.750888
,,,14903,42.129274,-76.84497
,,,14904,42.072024,-76.80393
,,,14905,42.087824,-76.83686
,,,14925,42.147285,-76.750888
